标题,URL,来源,关键词,首次收录日期,热度
面试能否通过，在面试时已经告诉你了,https://www.xiaohongshu.com/explore/66c408f4000000001d0189b9?xsec_token=ABQ8S1-dJN46vDBP9xT6ROVL0wXgcM2tXY_vmwXBR8msE=&xsec_source=pc_search,小红书,hr会暗示你通过吗,2026-08-08,101
500强HR：教你谈薪增加20k的秘密,https://www.xiaohongshu.com/explore/6733ef76000000003c01ca38?xsec_token=ABbwajW_4GMlPsApm-KIuC_C451usm-_qV0JSN9Cqb4Uk=&xsec_source=pc_search,小红书,应届生hr谈薪,2026-08-08,257
北美找工：如何回应期望薪资？,https://www.xiaohongshu.com/explore/66b96b2d000000001e019f24?xsec_token=AB3553wyTmCMyxoz2WDusJRnhSAgMDzgY3NP4wCEaV04I=&xsec_source=pc_search,小红书,应届生hr谈薪,2026-08-08,1590
HR扎心实话：面试谈薪，报高比报低更安全,https://www.xiaohongshu.com/explore/6a5316c6000000000702d113?xsec_token=ABbRwSYffE9jBU9DO5A3lMxXM4rrqc9jqmMBlWaaxMjew=&xsec_source=pc_search,小红书,应届生hr谈薪,2026-08-08,127
2026 年面试技巧怎么提升？这6个实战要点照着练,https://zhuanlan.zhihu.com/p/2045593194876887565,网页搜索,面试技巧,2026-08-08,
想进字节的应届生必看！2026校招面试全流程+避坑技巧,https://zhuanlan.zhihu.com/p/2024889492524254560,网页搜索,面试技巧,2026-08-08,
面试常见问题及回答思路：2026年10个高频问题的应对框架,https://prismresume.cn/blog/%E9%9D%A2%E8%AF%95%E5%B8%B8%E8%A7%81%E9%97%AE%E9%A2%98%E6%80%8E%E4%B9%88%E5%9B%9E%E7%AD%94,网页搜索,面试技巧,2026-08-08,
HR面试技巧：巧妙应对离职原因,https://blog.csdn.net/weixin_54546701/article/details/134335678,网页搜索,自杀式回答(离职原因雷区),2026-08-08,
面试中被问到为什么离职时，怎样回答才能避免踩到雷区？,https://blog.csdn.net/AI_Green/article/details/143304557,网页搜索,自杀式回答(离职原因雷区),2026-08-08,
离职原因如何回答，才能让HR满意？增加面试成功率！,https://news.qq.com/rain/a/20211220A087SE00,网页搜索,自杀式回答(离职原因雷区),2026-08-08,
HR必問「離職原因」好多人答錯！專家教2雷位要避開＋高情商應對,https://www.hk01.com/%E9%96%8B%E7%BD%90/60226063/hr%E5%BF%85%E5%95%8F-%E9%9B%A2%E8%81%B7%E5%8E%9F%E5%9B%A0-%E5%A5%BD%E5%A4%9A%E4%BA%BA%E7%AD%94%E9%8C%AF-%E5%B0%88%E5%AE%B6%E6%95%992%E9%9B%B7%E4%BD%8D%E8%A6%81%E9%81%BF%E9%96%8B-%E9%AB%98%E6%83%85%E5%95%86%E6%87%89%E5%B0%8D,网页搜索,自杀式回答(离职原因雷区),2026-08-08,
"HR问离职原因, 怎样回答最好？",https://zhuanlan.zhihu.com/p/92772169,网页搜索,自杀式回答(离职原因雷区),2026-08-08,
面试时被问「为什么离职」，这么回答让你脱颖而出,https://www.youpinjianli.com/strategy/article/69f1d705c8747b7fd996caa4,网页搜索,自杀式回答(离职原因雷区),2026-08-08,
面试不要过度准备,https://www.xiaohongshu.com/explore/69c4067600000000230130bb?xsec_token=AB_yXNVb4N58C_mUXOZ3Uf_AFB1gfY8mNlpD8nbT5YnS0=&xsec_source=pc_search,小红书,面试技巧,2026-08-08,1万
你能给公司带来什么❓面试想听到的回答💯,https://www.xiaohongshu.com/explore/660460fe000000001203e6c7?xsec_token=ABQHHWQpQ566smbIZDi-oowRhhA9VdXASN2Ji8sOdzW44=&xsec_source=pc_search,小红书,面试什么话该说,2026-08-08,326
听不懂HR的潜台词❓难怪面试不成功❗️,https://www.xiaohongshu.com/explore/6a13c9150000000007022d9c?xsec_token=ABJ5pw4WiaX76PphwdMmHbLFfA0jq2_G6FOvpmgkV8nW4=&xsec_source=pc_search,小红书,面试什么话不能说,2026-08-08,1693
面试技巧（59）面试官最后问这5句 都在埋雷,https://www.xiaohongshu.com/explore/6a4236e60000000022016319?xsec_token=ABZdg4jLfG95cv9GFWKhUycNvt2D778JZ_WsoS73hoDtg=&xsec_source=pc_search,小红书,面试什么话不能说,2026-08-08,3.3万
面试时哪些话千万不能说,https://www.xiaohongshu.com/explore/68ef925f000000000503338d?xsec_token=ABrPT3YPmPnGUtvk2WszW1guCUmkS9ZWBxMZhicc78EBI=&xsec_source=pc_search,小红书,面试什么话不能说,2026-08-08,90
多面试几次就会发现,https://www.xiaohongshu.com/explore/68b54f45000000001d0295a1?xsec_token=ABB8jmIG0OatH2C2N8bgJQHoHS8x7vfa81lRZIAgvOp-Q=&xsec_source=pc_search,小红书,面试什么话不能说,2026-08-08,45
面试时不该说的话千万别说,https://www.xiaohongshu.com/explore/68d74106000000001300de41?xsec_token=ABE0OvU-qx2dBvz3LcMGTv-JKdMKsoCZSgBTpfkyQgpMg=&xsec_source=pc_search,小红书,面试什么话不能说,2026-08-08,2768
有些离职原因，真的别说,https://www.xiaohongshu.com/explore/69f32aca000000003603320c?xsec_token=ABvjXng2EjCiS1emry2jzk84b7yYlxSdDFhzFUigqK7D0=&xsec_source=pc_search,小红书,面试什么话不能说,2026-08-08,5646
职场人狠狠码住！PREP模型让你秒抓重点,https://www.xiaohongshu.com/explore/68be9535000000001d00b998?xsec_token=ABKiRw-pcKRMpbYqa5zE9egSM__-bSqKRvSoh_i5tCBzY=&xsec_source=pc_search,小红书,PREP公式,2026-08-08,44
3分钟学会PREP，告别说话没重点,https://www.xiaohongshu.com/explore/6a168a0700000000070244a5?xsec_token=AByMxq8t6-mPiSc09PYVZrXXKN9Dxwjw8dLe20Tw0EbJ4=&xsec_source=pc_search,小红书,PREP公式,2026-08-08,17
4个表达公式，不仅实用还逻辑清晰又高效,https://www.xiaohongshu.com/explore/666267f900000000060068da?xsec_token=AB7fU89eDLeX5589Txl9UPEzD6R_MUhaYOeXBeG4LcVsQ=&xsec_source=pc_search,小红书,PREP公式,2026-08-08,146
职场高手一定要会的底层汇报模型：PREP,https://www.xiaohongshu.com/explore/66ab593a0000000027011ef6?xsec_token=AB5oI-cASBCSmixf9K2ZeCevgyGLzaj5y63oPOFq2ar8Q=&xsec_source=pc_search,小红书,PREP公式,2026-08-08,17
用 PREP 公式让你的沟通效率翻倍,https://www.xiaohongshu.com/explore/6978a76f000000000a02d8b2?xsec_token=ABcxaMN_pdcA4UCoxHwpc0SIQTKUwBOFp33dPRbdS1-cs=&xsec_source=pc_search,小红书,PREP公式,2026-08-08,31
⚡️结论先行PRER模型｜高效沟通必备技巧,https://www.xiaohongshu.com/explore/6867e3e500000000120205a7?xsec_token=ABoJfJ-OB1YLGeqpVMqDJiyczD1J7H67P0ZNtNSd8k9kc=&xsec_source=pc_search,小红书,PREP公式,2026-08-08,24
建议大家尽早用这两个模型去锻炼自己的表达,https://www.xiaohongshu.com/explore/696b9e15000000001a0323e2?xsec_token=ABz5P6dFItExUE0iq4BoYdOP8rlMgDaa98LYd0KPG7mRg=&xsec_source=pc_search,小红书,PREP公式,2026-08-08,961
职场100个技能：如何有效解决逻辑表达混乱,https://www.xiaohongshu.com/explore/6882bb0e0000000012022471?xsec_token=ABRgWCiQHTeaSzKo4BatMBszVGAytlbkPLym_qwBz3DIc=&xsec_source=pc_search,小红书,PREP公式,2026-08-08,2415
PREP黄金表达法，会说话的人一开口就赢了,https://www.xiaohongshu.com/explore/691611e1000000001b02198d?xsec_token=ABCNTz5B3P84xp1FhQ1J8oy4Z3dGp0Gfaq-StNVGCZvJc=&xsec_source=pc_search,小红书,PREP公式,2026-08-08,660
面试两套公式，搞定面试官！,https://www.xiaohongshu.com/explore/6a6aaa35000000000100d051?xsec_token=ABIq_kVIXRt3mKfSphuOZr2hz683Hh80VUFpsUf88QlyE=&xsec_source=pc_search,小红书,PREP公式,2026-08-08,6
"🔥汇报总被说""没重点""？PREP和SCQA，一篇讲清",https://www.xiaohongshu.com/explore/6a72fe18000000003203100d?xsec_token=AB-O1-1M5qRLqBsk8uRSC1F1Y87dCd1rabr0wSjRsU5Po=&xsec_source=pc_search,小红书,PREP公式,2026-08-08,3
说话没人听？因为你顺序错了｜PREP四步闭环,https://www.xiaohongshu.com/explore/6a6dfc0d000000002500c12b?xsec_token=ABk31yDVGRaeJy7muaLFSpuB_XmId_BUBkhhoUgPTPWXk=&xsec_source=pc_search,小红书,PREP公式,2026-08-08,1
面试的时候说话没有逻辑？试试PRER沟通法则,https://www.xiaohongshu.com/explore/67f09035000000001e003e49?xsec_token=ABU9ZNJl7xVclOu91F-MeSEZ3ReaYiCmhG463OHuw_zrQ=&xsec_source=pc_search,小红书,PREP公式,2026-08-08,35
面试的精髓：表演松弛和自信,https://www.xiaohongshu.com/explore/69a2ba94000000002602d53c?xsec_token=ABuh5W_BVBEiAo9drNwer9OoFOmrWqn-vRam5EUeSrX_M=&xsec_source=pc_search,小红书,面试装松弛感,2026-08-08,32
👀🔥其实就是表演松弛和自信,https://www.xiaohongshu.com/explore/68ccf2f8000000000b03ed33?xsec_token=ABQOf0jSNPwP_gw8FyzA_QZugC1E48kAiDmO6P-3X0QrM=&xsec_source=pc_search,小红书,面试装松弛感,2026-08-08,550
面试就是要表现松弛感！,https://www.xiaohongshu.com/explore/68ca32ec000000001301450e?xsec_token=ABeCOiHL4W0ooNI8CJPcZx5PLLtrbLaWwoaUtiGJRWL-I=&xsec_source=pc_search,小红书,面试装松弛感,2026-08-08,51
放轻松，面试需要松弛感,https://www.xiaohongshu.com/explore/696e0a41000000000a030b4e?xsec_token=ABsF-i7ZFlOvX-iYbCas9o8nY2gTGScYNDncMGkPrwPTs=&xsec_source=pc_search,小红书,面试装松弛感,2026-08-08,703
一张图概括英文自我介绍！,https://www.xiaohongshu.com/explore/6a1452aa0000000038020e68?xsec_token=ABOA434amB6lIGCoRmbcc6LePzaotHdd92Q7QFVieFYa0=&xsec_source=pc_search,小红书,面试时候的自我介绍,2026-08-08,247
面试做自我介绍，90%的人第一句话就错了,https://www.xiaohongshu.com/explore/6a6acafc0000000011019587?xsec_token=ABIq_kVIXRt3mKfSphuOZr2q96rHgKHczUd562riczZtM=&xsec_source=pc_search,小红书,面试时候的自我介绍,2026-08-08,78
面试自我介绍满分话术‼️2分钟速成拿offer,https://www.xiaohongshu.com/explore/67680981000000000b022615?xsec_token=ABJVDfxZHcMfJTLUho0pGIkBKlcGsiA3VqMCuIIklsAQ4=&xsec_source=pc_search,小红书,面试时候的自我介绍,2026-08-08,8696
这是我见过的最好的自我介绍,https://www.xiaohongshu.com/explore/683ea1b7000000001101d995?xsec_token=ABSRqgpmQ5U7qoFbJ15qbxZCfumNfG6wQauPwLu2SSLTk=&xsec_source=pc_search,小红书,面试时候的自我介绍,2026-08-08,7961
全英面试题：请介绍一下你自己,https://www.xiaohongshu.com/explore/6998452d0000000028022249?xsec_token=ABfB440pe0u0Hpc_ViYSZB9wJ9YP-ec4mXuOzPuv1f-p8=&xsec_source=pc_search,小红书,面试时候的自我介绍,2026-08-08,1.5万
500强面试001📕黄金3分钟自我介绍,https://www.xiaohongshu.com/explore/677771be00000000090163eb?xsec_token=ABGAg8JJvWzncX9eVZNhnfnn7MxhdBG-iyRtwvWIYdTFI=&xsec_source=pc_search,小红书,面试时候的自我介绍,2026-08-08,1179
job interview面试，骂醒一个是一个,https://www.xiaohongshu.com/explore/69f135ff0000000038020d46?xsec_token=ABs8Eu1FQdEF6kw7J1SCqvhGBf7mCVowpV5Ir86IVtmy8=&xsec_source=pc_search,小红书,面试该说点什么,2026-08-08,1068
面试自我介绍这样说？一分钟让HR记住你（内附范本教学）,https://www.zhihu.com/tardis/bd/art/625111715,网页搜索,面试时候的自我介绍,2026-08-08,
运用产品的3个层次，做好面试自我介绍,https://www.woshipm.com/zhichang/3870569.html,网页搜索,面试时候的自我介绍,2026-08-08,
面试礼仪中的那些雷区，你知道多少？,https://zhuanlan.zhihu.com/p/481738949,网页搜索,面试什么话不能说,2026-08-08,
一条咸鱼(标题未获取),https://www.xiaohongshu.com/explore/6996c04b000000000a028d74?xsec_token=ABqghDZxJMSO08T81NiIba-rO5QHaVq-npon_eb8pTB3E=&xsec_source=pc_search,小红书,面试什么话该说,2026-08-08,1024
过来人经验：其实事业编面试也就是走个过场,https://www.xiaohongshu.com/explore/698ae213000000001503972f?xsec_token=ABavPjpgDGjpb7HDAKFaC6tfBtdkM5pRI5O_bH9RVkLpw=&xsec_source=pc_search,小红书,事业单位面试不能说什么,2026-08-08,165
面试中绝对不能说的话！！！！！！！近期踩雷,https://www.xiaohongshu.com/explore/67207996000000001b02d829?xsec_token=ABps5ytUtTi8o51W5cs3qPQ1jCHvJCu8DDlTDLLDFFplc=&xsec_source=pc_search,小红书,事业单位面试不能说什么,2026-08-08,182
✨结构化面试禁忌大盘点✨,https://www.xiaohongshu.com/explore/67d99702000000000603a44b?xsec_token=AB31KlO1mKh9hn4Am4auUz_oiqfGnXely0Cc96lxkiJjs=&xsec_source=pc_search,小红书,事业单位面试不能说什么,2026-08-08,—
分享一个通透，实在的职业规划,https://www.xiaohongshu.com/explore/699528ff000000001d0267f2?xsec_token=ABjcDsJGu_jvPpTPfRINKAzBTu5j5SJ5Pfe9JGdlxrYL4=&xsec_source=pc_search,小红书,面试职业规划怎么说,2026-08-08,—
问题基础，回答就不基础,https://www.xiaohongshu.com/explore/68c2b427000000001d01fda6?xsec_token=ABd_shnGdcntKzBozskSnnXNQNHE29xzADfHpplfrxVbE=&xsec_source=pc_search,小红书,面试职业规划怎么说,2026-08-08,1.7万
北美Marketing面试建议把这50题吃透,https://www.xiaohongshu.com/explore/6a0493790000000008002cf2?xsec_token=ABl_RGf4B4Bap1PoFDb5avJilRe58NMACeoe2uqgULAzQ=&xsec_source=pc_search,小红书,面试职业规划怎么说,2026-08-08,—
你五年后想成什么样？面试这么回答超稳💯,https://www.xiaohongshu.com/explore/69811997000000001a03416d?xsec_token=ABqeBTwZHAeBAIzBldHKw07JOnr-FKklvqx310QX0zJNM=&xsec_source=pc_search,小红书,面试职业规划怎么说,2026-08-08,—
面试被问“你的职业规划是什么?”,https://www.xiaohongshu.com/explore/69bbe50a000000001f007dd0?xsec_token=ABBXvTO4K_SJeOdSOn7tMHbLiBJFhuuFFm1-qojbW3Odw=&xsec_source=pc_search,小红书,面试职业规划怎么说,2026-08-08,690
面试官问“职业规划”，这样回答真的加分,https://www.xiaohongshu.com/explore/6a142716000000000803d4da?xsec_token=ABOA434amB6lIGCoRmbcc6Lbt8YE4o9vHoJp-nwzdxStY=&xsec_source=pc_search,小红书,面试职业规划怎么说,2026-08-08,264
面试被问职业规划 这样回答HR直接给你涨薪,https://www.xiaohongshu.com/explore/688ab36f0000000005004bd6?xsec_token=AB-oTh0rDmu0W8FL-9Ex_6iRKkhYeE-3-bB_Nye8w9jWo=&xsec_source=pc_search,小红书,面试职业规划怎么说,2026-08-08,660
HR蕞爱听的职业规划！直接抄作业,https://www.xiaohongshu.com/explore/67c56019000000002902541c?xsec_token=ABF1-757qX0UptD582d3s9sZDTf5eFYIJFjgw_fEeUxYU=&xsec_source=pc_search,小红书,面试职业规划怎么说,2026-08-08,4660
面试技巧（07）面试被问职业规划？满分回答,https://www.xiaohongshu.com/explore/69325742000000001b027c0d?xsec_token=ABxmO8lVt-SeZEz1Qa6jyLU_5nm3ADqBSewPEnps2WX6Q=&xsec_source=pc_search,小红书,面试职业规划怎么说,2026-08-08,310
读懂面试官的潜台词,https://www.xiaohongshu.com/explore/6a6a74780000000004028408?xsec_token=ABIq_kVIXRt3mKfSphuOZr2uKQYPBzXpmpVWK1cQj5PBM=&xsec_source=pc_search,小红书,面试中的潜台词,2026-08-08,815
面试技巧（03）1分钟读懂，面试官潜台词,https://www.xiaohongshu.com/explore/692c465f000000000d03ef79?xsec_token=ABV8qFbDkREftH6LGwDrziFcXkJ45IHriHwc1g2px3WY4=&xsec_source=pc_search,小红书,面试中的潜台词,2026-08-08,5.9万
⚠️面试一定要听懂HR的潜台词‼️,https://www.xiaohongshu.com/explore/6656b7b0000000000f00ed58?xsec_token=AB5h9yVnm4vCqNZzfuSHAD2Kkogb8LSSzuhpAMizEg2-o=&xsec_source=pc_search,小红书,面试中的潜台词,2026-08-08,8563
大环境不好，找工作要读懂面试官的潜台词❗️,https://www.xiaohongshu.com/explore/68f629740000000003039d5a?xsec_token=ABsdUQTl4h-_5VBxN3MqBZnkBlzKhFLt0x6FazEw6iVho=&xsec_source=pc_search,小红书,面试中的潜台词,2026-08-08,3115
如果没有录取你，你觉得是什么原因？,https://www.xiaohongshu.com/explore/69bd2fe200000000210380aa?xsec_token=ABdvgwBAwPN-Lf1yaGolzDAgrOkWO5TYO0WHQV0gGYVSM=&xsec_source=pc_search,小红书,面试中的潜台词,2026-08-08,3.4万
你连hr的潜台词都听不懂 怎么拿到offer！,https://www.xiaohongshu.com/explore/670cdc06000000001402d8a6?xsec_token=ABicb6uJr-XSDJwkXePK25aUUHKxwHgpmQVQKPYy-JDrQ=&xsec_source=pc_search,小红书,面试中的潜台词,2026-08-08,—
找工作要明白的潜台词,https://www.xiaohongshu.com/explore/68cd0a10000000001301f427?xsec_token=AB2bNJGvGicZ5qEy85b9ll7GMe0jypa8FXlY6_oADf2OA=&xsec_source=pc_search,小红书,面试中的潜台词,2026-08-08,2885
上班要学会委婉说话,https://www.xiaohongshu.com/explore/6a41344a000000000f017c1f?xsec_token=ABTTfjjKAd0iHvR3WImT8-nRLWhi3uGuMtZ06gbtOG3E0=&xsec_source=pc_search,小红书,职场委婉表达技巧,2026-08-08,369
如何体面的拒绝别人可以用这6个方法,https://www.xiaohongshu.com/explore/65bb863e000000002c03cc2d?xsec_token=ABBvScFueAT9F_y3YFF0q54ZEDY4VXpXFGEAJanM5Qj18=&xsec_source=pc_search,小红书,职场委婉表达技巧,2026-08-08,4829
上班要学会委婉说话(木南版),https://www.xiaohongshu.com/explore/6a1e16aa000000003501d97f?xsec_token=AB18DYQg4YdbhoXnINBTNdG3xtSC-ph6yNCG92HW_V9m8=&xsec_source=pc_search,小红书,职场委婉表达技巧,2026-08-08,5984
高情商沟通，语言的艺术，说话的技巧,https://www.xiaohongshu.com/explore/67899efc00000000190318be?xsec_token=ABZghdKfMJKuck1Zjfr8H9iYmPisMxa7zvStL6SkbFHzI=&xsec_source=pc_search,小红书,职场委婉表达技巧,2026-08-08,176
如何把你的领导舔开心了（职场必修）,https://www.xiaohongshu.com/explore/69fb04ea0000000022027289?xsec_token=ABySzai4nLI67tf-ONK9YhY5NmH4grPfj4VtnCPJlfXgg=&xsec_source=pc_search,小红书,职场委婉表达技巧,2026-08-08,3982
面试必问！你的职业规划是什么？如何完美回复！,https://zhuanlan.zhihu.com/p/33031357,知乎,面试职业规划怎么说,2026-08-08,—
职业发展规划如何回答,https://www.nowcoder.com/creation/subject/cb259d4cbf6d43688cf3be415145dfb2,牛客网,面试职业规划怎么说,2026-08-08,—
面试时HR问你的职业规划是什么，其实是想听你这样说,https://www.36kr.com/p/1724023848961,36氪,面试职业规划怎么说,2026-08-08,—
面试官问你职业规划应该怎么回答？来看范文！,https://m.xycareer.com/knowledge/12432.html,向阳生涯,面试职业规划怎么说,2026-08-08,—
事业单位面试要注意什么？,https://www.zhihu.com/question/23366824/answer/3698385603,知乎,事业单位面试不能说什么,2026-08-08,—
如何委婉地拒绝领导给自己的额外工作?到底该不该拒绝?,https://maimai.cn/article/detail?fid=1734877269&efid=jOmSPOUIXELvZxK2h_UCiQ,脉脉,职场委婉表达技巧,2026-08-08,—
怎么和委婉拒绝领导的工作安排?,https://www.zhihu.com/question/592670126,知乎,职场委婉表达技巧,2026-08-08,—
在职场上如何委婉拒绝领导的任务？,https://www.zhihu.com/question/1905866829982864860,知乎,职场委婉表达技巧,2026-08-08,—
向上沟通，把事做完不等于把事做好,https://www.xiaohongshu.com/explore/6960eea3000000000b011ee9,小红书,职场表达,2026-08-08,1.6万
反应慢、不会聊天接话的人一定要看这期视频,https://www.xiaohongshu.com/explore/69774a08000000000a03ff8d,小红书,职场表达,2026-08-08,10.7万
职场英语💬100通关句🚀沟通0压力✨,https://www.xiaohongshu.com/explore/6844385200000000210088c4,小红书,职场表达,2026-08-08,830
如何一开口，就让人觉得你工作能力超强（实操）,https://www.xiaohongshu.com/explore/6873b691000000001203353a,小红书,职场表达,2026-08-08,8859
只需十分钟听懂商务会议英语05,https://www.xiaohongshu.com/explore/684aa427000000000c038d1b,小红书,职场表达,2026-08-08,1790
一定要建立自己的话题库,https://www.xiaohongshu.com/explore/696e4fb700000000220318a1,小红书,职场表达,2026-08-08,1001
一些很重要但没人教的社会化能力❗❗,https://www.xiaohongshu.com/explore/68739a00000000000d026398,小红书,职场表达,2026-08-08,1358
🇨🇦在加如何准备面试才能拿到Offer？,https://www.xiaohongshu.com/explore/6a726cba000000000e03b400,小红书,面试技巧,2026-08-08,—
这是我迄今看到的蕞好的Interview回答,https://www.xiaohongshu.com/explore/66e457180000000012011ecb,小红书,面试什么话该说,2026-08-08,3454
外企面试｜常见问题及英文回答模板！,https://www.xiaohongshu.com/explore/689020ab0000000025012175,小红书,面试什么话该说,2026-08-08,3739
面试大忌合集｜这些话，面试真的别说了,https://www.xiaohongshu.com/explore/6a75b915000000000503334e,小红书,面试什么话不能说,2026-08-08,—
👄❌ 面试大忌：不该说的别说！,https://www.xiaohongshu.com/explore/67c6f7d2000000000703524e,小红书,面试什么话不能说,2026-08-08,3763
DY面试｜这10句话真的不要随便说,https://www.xiaohongshu.com/explore/6a76ad5e000000002800629e,小红书,面试什么话不能说,2026-08-08,—
别太把面试当回事，那些随意的人都过了～,https://www.xiaohongshu.com/explore/6703e888000000002c02e8e0,小红书,面试什么话不能说,2026-08-08,—
一场面试，问清楚这几个问题就够了,https://www.xiaohongshu.com/explore/67e26237000000000b0149a7,小红书,去面试要问清楚哪些问题,2026-08-08,1122
60 个面试提问问题🗂️精准识别候选人,https://www.xiaohongshu.com/explore/67933eca00000000180135bb,小红书,去面试要问清楚哪些问题,2026-08-08,1199
去线下面试之前，建议先问清楚这五个问题,https://www.xiaohongshu.com/explore/6a5ddeeb000000001d00d975,小红书,去面试要问清楚哪些问题,2026-08-08,7917
谁懂啊！面试约到就去=放弃谈薪主动权🤯,https://www.xiaohongshu.com/explore/695d3cb8000000002103275f,小红书,去面试要问清楚哪些问题,2026-08-08,1.6万
面试要敢于提问！,https://www.xiaohongshu.com/explore/68c6bc57000000001d022e52,小红书,去面试要问清楚哪些问题,2026-08-08,1680
美国面试｜结束时HR问any questions该问什么,https://www.xiaohongshu.com/explore/6a5552b30000000002003c00,小红书,去面试要问清楚哪些问题,2026-08-08,—
必备🔥6道压力面试题，高管面二面常问❗,https://www.xiaohongshu.com/explore/67cfb5a40000000009039ea1,小红书,去面试要问清楚哪些问题,2026-08-08,5591
外企日常440︳外企面试高频问题tips,https://www.xiaohongshu.com/explore/69f5544e0000000020039cd3,小红书,去面试要问清楚哪些问题,2026-08-08,439
如何面试应聘者？照着表问！,https://www.xiaohongshu.com/explore/69296595000000001e0060f7,小红书,去面试要问清楚哪些问题,2026-08-08,222
HR面试100问,https://www.xiaohongshu.com/explore/69f05ee4000000001f0037a6,小红书,去面试要问清楚哪些问题,2026-08-08,—
收藏好这个技巧，考场交流感拉满,https://www.xiaohongshu.com/explore/69e372e7000000001a0216e8,小红书,面试怎么有交流感,2026-08-08,3414
面试挂了三次才明白，考官根本不是在听你答,https://www.xiaohongshu.com/explore/6a0ebcac000000003502d7fd,小红书,面试怎么有交流感,2026-08-08,2227
如果你工作也认真做了，但一面试就大脑空白,https://www.xiaohongshu.com/explore/69de2ef6000000002102c969,小红书,面试怎么有交流感,2026-08-08,1359
4个小技巧，开口说话更惊艳！人人都爱听你,https://www.xiaohongshu.com/explore/675978970000000002026dc6,小红书,面试怎么有交流感,2026-08-08,1690
外企|英文面试：第一句话，让面试官喜欢你,https://www.xiaohongshu.com/explore/6a2ff32c000000000f02acc4,小红书,面试怎么有交流感,2026-08-08,1696
考场85+大牛，演示顶级交流感,https://www.xiaohongshu.com/explore/687df901000000001202203d,小红书,面试怎么有交流感,2026-08-08,1.1万
实用职场英语系列 - 面试,https://www.xiaohongshu.com/explore/66c9b462000000001d01b898,小红书,面试怎么有交流感,2026-08-08,541
突然悟出了一个，百试百灵的面试小技巧,https://www.xiaohongshu.com/explore/687e22ce000000001202f120,小红书,面试怎么有交流感,2026-08-08,2239
一秒解决当众紧张的顶级心态。社恐请进。,https://www.xiaohongshu.com/explore/687f8e120000000013012f54,小红书,面试怎么有交流感,2026-08-08,9888
薪资谈判技巧,https://www.xiaohongshu.com/explore/6a75d9ed0000000025007b0a,小红书,薪资谈判技巧与策略,2026-08-08,6632
跳槽谈薪的8个技巧,https://www.xiaohongshu.com/explore/69cbddf4000000002301faca,小红书,薪资谈判技巧与策略,2026-08-08,2768
超实用的9大谈判技巧 #谈判 #说服 #沟通,https://www.xiaohongshu.com/explore/65eb14cb000000000b00f76e,小红书,薪资谈判技巧与策略,2026-08-08,4568
被裁后成功谈薪的复盘（附话术模版）,https://www.xiaohongshu.com/explore/6a7726ef0000000011022101,小红书,薪资谈判技巧与策略,2026-08-08,—
面试缺点回答公式,https://www.xiaohongshu.com/explore/6a33bd68000000000f01f2f6,小红书,面试被问优缺点,2026-08-08,1095
Behavioral Interview还有人不知道说什么嘛,https://www.xiaohongshu.com/explore/69f9a3b60000000038022e02,小红书,面试被问优缺点,2026-08-08,—
HR问“你的缺点”，该怎么回答？（一篇讲清楚）,https://www.xiaohongshu.com/explore/68e9070200000000070386a1,小红书,面试被问优缺点,2026-08-08,8872
面试必问|||你的优缺点是什么？,https://www.xiaohongshu.com/explore/68d35d900000000007028d3a,小红书,面试被问优缺点,2026-08-08,4867
你有什么缺点？原来这才是外企面试官想听的！,https://www.xiaohongshu.com/explore/67cd8efd000000000603cf83,小红书,面试被问优缺点,2026-08-08,—
面试优缺点：要怎么回复？10种回答范例与3大原则，精准掌握HR偏好,https://www.woshipm.com/zhichang/5929346.html,网页,面试被问优缺点,2026-08-08,—
面试入职前一定要和HR确认的7大问题,https://blog.csdn.net/weixin_43928185/article/details/140441078,网页,去面试要问清楚哪些问题,2026-08-08,—
入职前需要向hr确认的7个问题,https://zhuanlan.zhihu.com/p/7671014469,网页,去面试要问清楚哪些问题,2026-08-08,—
在小红书，离职的职场博主教你如何入职,https://www.woshipm.com/zhichang/6028786.html,web(人人都是产品经理),职场表达,2026-08-09,
初入职场与同事及领导沟通时有哪些注意事项？这些道理你要懂,https://zhuanlan.zhihu.com/p/130391994,web(知乎),职场表达,2026-08-09,
面试话术技巧,https://www.xiaohongshu.com/mobile/question/1078328,web索引(小红书问答页),面试什么话该说,2026-08-09,
面试时，这些话千万不要说！,https://zhuanlan.zhihu.com/p/370324105,web(知乎),面试什么话不能说,2026-08-09,
面试时，哪些话千万不能说？,https://zhuanlan.zhihu.com/p/378806557,web(知乎),面试什么话不能说,2026-08-09,
金字塔原理：结构化思考与表达方法论,https://xzj9458.github.io/%E5%AD%A6%E4%B9%A0%E7%AC%94%E8%AE%B0-%E9%87%91%E5%AD%97%E5%A1%94%E5%8E%9F%E7%90%86-%E7%BB%93%E6%9E%84%E5%8C%96%E6%80%9D%E8%80%83%E4%B8%8E%E8%A1%A8%E8%BE%BE-20250623/,web(个人博客),金字塔原理(麦肯锡结构化写作),2026-08-09,
读《金字塔原理》|用导图练结构思维,https://xmind.cn/blog/minto-pyramid-principle,web(xmind博客),金字塔原理(麦肯锡结构化写作),2026-08-09,
HR面试薪酬谈判有哪些实用小技巧,https://www.mokahr.com/blog/7418.html,web(Moka),薪酬谈判策略,2026-08-09,
